type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,title
red,6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,6,Champ de Rêves 2010 Pinot Noir (Anderson Valley)
red,8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5,Padis 2010 Sintilation Proprietary Red (Napa Valley)
red,9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,6,Fabrizio Dionisio 2010 Rosa del Castagno Rosé (Toscana)
red,6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68,11.4,6,Chessman 2011 Pinot Noir (North Coast)
red,8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5,Vigne Regali 2007 Cuvée Aurora Rosé Sparkling (Alta Langa)
red,8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7,Soos Creek 2012 Terrible Beauty Red (Columbia Valley (WA))
red,5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,7,Macaron NV  Prosecco
red,6.7,0.41,0.43,2.8,0.076,22.0,54.0,0.99572,3.42,1.16,10.6,6,Julien Schaal 2016 Rangen de Thann Grand Cru Riesling (Alsace)
red,10.2,0.41,0.43,2.2,0.11,11.0,37.0,0.99728,3.16,0.67,10.8,5,Viña La Rosa 2012 La Palma Sauvignon Blanc (Cachapoal Valley)
red,10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,7,Chimney Rock 2006 Cabernet Sauvignon (Stags Leap District)
red,8.8,0.45,0.43,1.4,0.076,12.0,21.0,0.99551,3.21,0.75,10.2,6,Ziata 2013 Mia Madre Red (Napa Valley)
red,8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71,11.8,7,Château la Grolet 2014 Tête de Cuvée  (Côtes de Bourg)
red,9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5,Fowles Wine 2014 Farm to Table Sauvignon Blanc (Victoria)
red,9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5,Caparzo 2005 Le Grance White (Sant'Antimo)
red,8.5,0.44,0.5,1.9,0.369,15.0,38.0,0.99634,3.01,1.1,9.4,5,Jean Albrecht NV Brut Réserve Sparkling (Crémant d'Alsace)
red,9.9,0.54,0.26,2.0,0.111,7.0,60.0,0.99709,2.94,0.98,10.2,5,Ca' Rugate 2010 Amedeo Pas Dosé Riserva  (Lessini Durello)
red,8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.88,12.4,7,Sélection Laurence Féraud 2011 Red (Côtes du Rhône)
red,6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,6,Château Loumelat 2012  Bordeaux Blanc
red,7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,6,Cantaburros 2015 Roble  (Ribera del Duero)
red,9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.99667,3.2,0.67,10.5,6,Dr. Heidemanns-Bergweiler 2014 Riesling (Mosel)
red,7.1,0.59,0.0,2.2,0.078,26.0,44.0,0.99522,3.42,0.68,10.8,6,Carica 2012 Jemrose Vineyard Cardiac Hill Syrah (Bennett Valley)
red,9.7,0.42,0.46,2.1,0.074,5.0,16.0,0.99649,3.27,0.74,12.3,6,Quinta da Raza 2016 Avesso-Alvarinho Colheita Seleccionada White (Vinho Verde)
red,7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,Coppo 2005  Barolo
red,7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,Kopke 2003 Colheita White  (Port)
red,6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6,Robert Karl 2005 Claret Red Wine Red (Horse Heaven Hills)
red,6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,4,Laudun Chusclan 2010 Clos de Taman Red (Côtes du Rhône Villages)
red,7.1,0.66,0.0,2.4,0.052,6.0,11.0,0.99318,3.35,0.66,12.7,7,La Braccesca 2008 Santa Pia Riserva  (Vino Nobile di Montepulciano)
red,5.6,0.915,0.0,2.1,0.041,17.0,78.0,0.99346,3.68,0.73,11.4,5,Château Saint-Florian 2016  Bordeaux Blanc
red,8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6,Maso Poli 2008 Pinot Nero (Trentino)
red,8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6,Castellucci Miano 2015 Brut Catarratto (Sicilia)
red,9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,5,Domaine Ehrhart 2010 Hengst Grand Cru Gewurztraminer (Alsace)
red,10.2,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.86,10.5,6,Waits-Mast 2010 Wentzel Vineyard Pinot Noir (Anderson Valley)
red,6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,5,Poliziano 2006  Vino Nobile di Montepulciano
red,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,Wild Horse 2007 Merlot (Paso Robles)
red,7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,L'Antica Fornace di Ridolfo 2010 Cantalici  (Chianti Classico)
red,6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5,Yates Family Vineyard 2009 Alden Perry Reserve Red (Mount Veeder)
red,7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,Château Frank NV Célèbre Rosé  (Finger Lakes)
red,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,Joseph Phelps 2009 Insignia Estate Grown Red (Napa Valley)
red,8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,4,Vista d'Oro 2007 D'Oro Red (Okanagan Valley)
red,9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,6,Pine Ridge 2012 Estate Vineyards Cabernet Sauvignon (Napa Valley)
red,6.5,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5,Château de la Vieille Tour 2014  Bordeaux Blanc
red,7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7,Rutherford Ranch 2013 Sauvignon Blanc (Napa Valley)
red,6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5,Treveri Cellars NV Demi-Sec Gewürztraminer (Columbia Valley (WA))
red,7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,6,Viña Tarapacá 2011 Gran Reserva Cabernet Sauvignon (Maipo Valley)
red,6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6,Bernhard Ott 2013 Fass 4 Grüner Veltliner (Wagram-Donauland)
red,7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6,Cantina del Giusto 2012 Baradiero  (Vino Nobile di Montepulciano)
red,7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,Dr. H. Thanisch (Erben Thanisch) 2009 Berncasteler Doctor Auslese Riesling (Mosel)
red,7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6,Marchesi Antinori 2013 Tignanello Red (Toscana)
red,7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6,Château Filhot 2009  Sauternes
red,7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,Churchill's 2015 Quinta da Gricha Vintage  (Port)
red,7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,7,Santa Barbara 2012  Verdicchio dei Castelli di Jesi
red,8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,8,Oxford Landing 2014 Viognier (South Australia)
red,9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,5,Colombera & Garella 2013 Cascina Cottignano Red (Coste della Sesia)
red,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,Two Vintners 2014 StoneTree Vineyard Zinfandel (Wahluke Slope)
red,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,Consorzio Vini Tipici di San Marino 2007 Biancale di San Marino Biancale (San Marino)
red,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,Samuel Robert 2016 Perrydale Hills Vineyard Off-Dry Riesling (Willamette Valley)
red,9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,5,Domaine du Haut Bourg 2003 Origine du Haut Bourg  (Muscadet Côtes de Grandlieu)
red,7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,Claudia Springs 1998 Pinot Noir (Mendocino)
red,6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,7,Gerd Anselmann 2015 Trocken Riesling (Pfalz)
red,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,Etude 2007 Deer Camp Pinot Noir (Carneros)
red,6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,5,Francis Coppola 2015 Dutton Ranch Jewell Vineyard Reserve Chardonnay (Russian River Valley)
red,6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,Ca' del Bosco 2010 Vintage Collection Satèn Sparkling (Franciacorta)
red,9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,6,O. Fournier 2013 Urban Uco Tempranillo (Uco Valley)
red,10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,6,Kana 2007 Masterpiece Reserve White Wine White (Yakima Valley)
red,8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,6,Château Corbin 2011 Divin de Corbin  (Saint-Émilion)
red,7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,6,MAN Vintners 2008 Pinotage (Coastal Region)
red,8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,6,Envolve 2012 Rosé (Sonoma County)
red,8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,6,Eternal 2015 Eternal Darkness Cockburn Ranch Syrah (Walla Walla Valley (WA))
red,9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,6,Stuhlmuller Vineyards 2012 Estate Zinfandel (Alexander Valley)
red,10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,La Capilla 2005 Melange Red (Paso Robles)
red,10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,Brian Carter Cellars 2008 Trentenaire Red (Columbia Valley (WA))
red,8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,6,Croma Vera 2015 Joven Tempranillo (Paso Robles)
red,10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,6,Giacomo Vico 2015  Roero
red,12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,6,Spangler 2013 Sangiovese (Oregon)
red,9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,5,Bunnell 2010 Discovery Vineyard Syrah (Horse Heaven Hills)
red,7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5,Viña Salamanca 2008 Malvasia-Verdejo White (Vino de la Tierra de Castilla y León)
red,9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5,Summerland 2012 Theresa-Noelle Esatate Pinot Noir (Sta. Rita Hills)
red,5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,7,Viticultori Associati Canicatti 2009 Delicio Fiano (Sicilia)
red,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,Casa do Valle 2015 Rosé (Vinho Verde)
red,7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6,Bindella 2011  Vino Nobile di Montepulciano
red,7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5,Chimney Rock 2013 Cabernet Sauvignon (Stags Leap District)
red,7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,La Crema 2010 Pinot Noir (Russian River Valley)
red,10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,4,Kunde 2006 Chardonnay Nu Chardonnay (Sonoma Valley)
red,7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,Goldeneye 2012 Split Rail Vineyard Pinot Noir (Anderson Valley)
red,6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4,Delgado Zuleta NV Premium Moscatel Sherry (Jerez)
red,7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,Château Lagrézette 2005 Zette Rouge Malbec (Cahors)
red,7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,Caves Transmontanas 2011 Vertice Grande Reserva Red (Douro)
red,8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4,Rutz 2005 Bacigalupi Vineyard Chardonnay (Russian River Valley)
red,6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,Hogue 2006 Merlot (Columbia Valley (WA))
red,7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5,Hawkstone 2011 Barney's Heritage Cuvée Chardonnay (Napa Valley)
red,9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5,Domaine Zind-Humbrecht 2015 Roche Calcaire Riesling (Alsace)
red,9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,6,Stanger 2010 West Side Master Red (Paso Robles)
red,8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5,Valdivieso 2013 Single Vineyard Cabernet Franc (Sagrada Familia)
red,5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6,Cramele Recas 2011 Dreamfish Chardonnay (Recas)
red,7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,Château Puy-Servain 2003 Vieilles Vignes  (Montravel)
red,7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5,Mr. Riggs 2013 Generation Series The Magnet Grenache (McLaren Vale)
red,7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,Cave du Marmandais 2012 Just Abouriou (Côtes du Marmandais)
red,6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6,Bibich NV Ambra Red (North Dalmatia)
red,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,Luigi Bosca 2013 Finca la Linda Smart Blend Red (Mendoza)
red,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,Château Lamothe Guignard 2011 Barrel Sample  (Sauternes)
red,7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,Ca' del Bosco NV Cuvée Prestige Sparkling (Franciacorta)
red,7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.99627,3.45,0.58,9.8,5,Clos du Val 2010 Cabernet Sauvignon (Stags Leap District)
red,7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.99569,3.43,0.58,9.5,5,De Stefani 2010 Olmèra White (Veneto)
red,7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.99628,3.4,0.69,10.9,5,Frei Brothers 2008 Reserve Sauvignon Blanc (Russian River Valley)
red,6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5,Dogliotti 1870 2008  Barbera d'Asti
red,7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.99499,3.1,0.42,9.2,5,Marco Felluga 2005 Mongris Riserva Pinot Grigio (Collio)
red,7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.99633,3.32,0.7,11.0,6,Keating 2009 Petite Sirah (Rockpile)
red,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,Vini 2009 Veni Vidi Vici Merlot (Thracian Valley)
red,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,6,Bodega Classica 2014 Hacienda Lopez de Haro Tempranillo  (Rioja)
red,8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,5,Les Rocailles 2014 Arbin Mondeuse (Vin de Savoie)
red,6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.99437,3.59,0.55,11.2,4,Airfield Estates 2012 Mustang Red (Yakima Valley)
red,9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.99726,3.15,0.58,9.8,5,Domaine des Baumard 2011 Clos de Sainte Catherine Chenin Blanc (Coteaux du Layon)
red,8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.9978,3.37,0.46,9.6,4,Ste. Chapelle 2001 Johannisberg Riesling (Idaho)
red,8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72,11.8,6,Flora Springs 2006 Barrel Fermented Chardonnay (Napa Valley)
red,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,Henri de Villamont 2015 Sous le Puits Premier Cru  (Puligny-Montrachet)
red,7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.99564,3.38,0.6,10.3,6,Paradise Ridge 2014 Grandview Vineyard Sauvignon Blanc (Russian River Valley)
red,10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.996,3.1,0.87,11.4,6,Methven Family Vineyards 2008 Reserve Pinot Noir (Willamette Valley)
red,6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,6,André Kientzler 2015 Osterberg Grand Cru Riesling (Alsace)
red,5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,8,Château Laubès 2015 Rosé (Bordeaux Rosé)
red,5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.99084,3.7,0.75,14.0,6,Dante Robere 2013 Estate Syrah (Livermore Valley)
red,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,6,Bouchard Père & Fils 2011 Perrières Premier Cru  (Meursault)
red,5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,5,C. von Nell-Breuning 2013 Kaseler Dominikanerberg Kabinett Halbtrocken Riesling (Mosel)
red,7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,5,Viñas del Cenit 2013 Via Cenit Tempranillo (Tierra del Viños de Zamora)
red,7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.9944,3.24,0.53,11.2,6,Guardian 2012 The Rookie Cabernet Sauvignon (Red Mountain)
red,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,Mollie 2012 Cabernet Sauvignon (Santa Ynez Valley)
red,8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.99566,3.28,0.56,12.0,4,Calcu 2014 Sauvignon Blanc (Colchagua Valley)
red,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,6,Cornerstone 2010 Cabernet Sauvignon (Napa Valley)
red,8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.99688,3.24,0.54,9.5,6,Deaver 2016 Orange Muscat (Amador County)
red,9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.9948,3.14,0.57,11.5,7,Lucky Star 2010 Chardonnay (California)
red,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,Domaine du Petit Coteau 2014 Sec  (Vouvray)
red,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6,Château Peyros 2011 Tannat-Cabernet Franc (Madiran)
red,7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.99619,3.33,0.68,10.9,6,Artner 2016 Klassik Grüner Veltliner (Carnuntum)
red,8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,6,Foxen 2013 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)
red,7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.99476,3.39,0.56,10.9,5,Lamberti NV Rosé Sparkling (Veneto)
red,11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.99734,3.15,0.57,10.5,5,Justin 2011 Isosceles Red (Paso Robles)
red,7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.99328,3.35,0.54,12.4,6,Dão Sul 2011 Xadrez White (Vinho Verde)
red,8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.99286,3.22,0.37,13.0,5,Henriet-Bazin NV Premier Cru Blanc de Blancs Brut Cuvée Fût de Chêne Chardonnay (Champagne)
red,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,Lis Neris 2006 Picol Sauvignon (Venezia Giulia)
red,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.99914,3.3,1.17,10.2,5,Lancaster 2009 Nicole's Red (Alexander Valley)
red,7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5,La Rajade 2014 Ribolla Gialla (Collio)
red,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,Pazo Serantellos 2010 Albariño (Rías Baixas)
red,5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.99362,3.62,0.67,12.4,6,Albert Bichot 2014 Domaine du Pavillon  (Meursault)
red,7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,4,Montevannos 2005 Crianza  (Ribera del Duero)
red,8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.99638,3.29,0.75,10.9,6,Woodward Canyon 2012 Old Vines Cabernet Sauvignon (Washington)
red,6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,Robert Weil 2015 Spätlese Riesling (Rheingau)
red,6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.99558,3.2,0.45,9.5,5,Bressia 2008 Monteagrelo Cabernet Sauvignon (Mendoza)
red,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,6,Drusian NV Brut  (Prosecco di Valdobbiadene)
red,5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,6,Esk Valley 2016 Sauvignon Blanc (Marlborough)
red,7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.99476,3.5,0.4,10.9,3,Château Donjon de Bruignac 2013 Premium  (Bordeaux Supérieur)
red,5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.99444,3.78,0.61,12.5,6,San Simeon 2009 Petite Sirah (Paso Robles)
red,6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,6,Sonim NV Brut Rosé Sparkling (Cava)
red,9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,6,Willi Haag 2014 Brauneberger Juffer Kabinett Grosse Lage Riesling (Mosel)
red,8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.99501,3.36,0.66,11.2,5,Lucienne 2011 Smith Vineyard Pinot Noir (Santa Lucia Highlands)
red,7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5,Clos La Chance 2011 Reserve Meritage (Central Coast)
red,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,Januik 2014 Champoux Vineyard Malbec (Horse Heaven Hills)
red,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,Nino Negri 2010 Sassella Le Tense  (Valtellina Superiore)
red,6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.99524,3.41,0.52,11.1,4,Emmolo 2010 Sauvignon Blanc (Napa Valley)
red,9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,5,Mumm Napa NV Brut Prestige Sparkling (Napa County)
red,7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.996,3.28,0.61,9.2,5,Jean-Luc and Paul Aegerter 2015  Viré-Clessé
red,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.99612,3.3,0.53,9.8,5,Citille di Sopra 2007  Brunello di Montalcino
red,6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,6,Rutherford Hill 2014 Barrel Select Red (Napa Valley)
red,8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.99532,3.34,0.47,10.5,5,Worthy 2013 Kalaris Family Vineyard Chardonnay (Napa Valley)
red,7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.99558,3.4,0.54,10.1,6,Foley 2013 T Anchor Ranch Chardonnay (Sta. Rita Hills)
red,7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,6,Camina 2016 Tempranillo (La Mancha)
red,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,Rieflé 2006 Pinot Gris Bonheur Convivial Pinot Gris (Alsace)
red,5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,Baglio del Cristo di Campobello 2011 C'D'C' White (Sicilia)
red,9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69,11.9,6,Cave de Chardonnay 2010 Chardonnay de Chardonnay  (Mâcon-Chardonnay)
red,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,The Farm Winery 2012 Cardinal Cabernet Sauvignon (Adelaida District)
red,9.1,0.76,0.68,1.7,0.414,18.0,64.0,0.99652,2.9,1.33,9.1,6,Domaine la Croix Gratiot 2011  Picpoul de Pinet
red,9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.99796,3.26,0.66,10.1,5,Domaine Rotier 2012 Renaissance Red (Gaillac)
red,5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,4.01,0.59,12.5,6,Shingleback NV Black Bubbles Sparkling Shiraz (McLaren Vale)
red,9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.99392,3.18,0.55,11.4,5,Davis Bynum 2014 River West Vineyard Chardonnay (Russian River Valley)
red,9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.99495,3.18,0.82,11.0,7,Rivetti Massimo 2008 Duemilaotto Metodo Classico Red (Vino Spumante)
